분석인덱스,시도명,시군구명,행정동명,일반결제년월,결제금액,전월결제금액,결제변화비율
1509,경기도,안산시 상록구,해양동,2020-02,58565450,43174160,35.65
1510,경기도,안산시 상록구,해양동,2020-03,83899574,58565450,43.26
1511,경기도,안성시,고삼면,2019-09,133300,133300,0.00
1512,경기도,안성시,고삼면,2019-10,1771760,133300,1229.15
1513,경기도,안성시,고삼면,2019-11,2946090,1771760,66.28
1514,경기도,안성시,고삼면,2019-12,2584560,2946090,-12.27
1515,경기도,안성시,고삼면,2020-01,1380720,2584560,-46.58
1516,경기도,안성시,고삼면,2020-02,1289760,1380720,-6.59
1517,경기도,안성시,고삼면,2020-03,3339000,1289760,158.89
1518,경기도,안성시,공도읍,2019-09,30590980,30590980,0.00
1519,경기도,안성시,공도읍,2019-10,121411327,30590980,296.89
1520,경기도,안성시,공도읍,2019-11,137951324,121411327,13.62
1521,경기도,안성시,공도읍,2019-12,192390825,137951324,39.46
1522,경기도,안성시,공도읍,2020-01,132390763,192390825,-31.19
1523,경기도,안성시,공도읍,2020-02,133918784,132390763,1.15
1524,경기도,안성시,공도읍,2020-03,122356393,133918784,-8.63
1525,경기도,안성시,금광면,2019-09,1636430,1636430,0.00
1526,경기도,안성시,금광면,2019-10,4815050,1636430,194.24
1527,경기도,안성시,금광면,2019-11,5154090,4815050,7.04
1528,경기도,안성시,금광면,2019-12,10304650,5154090,99.93
1529,경기도,안성시,금광면,2020-01,5604090,10304650,-45.62
1530,경기도,안성시,금광면,2020-02,6393880,5604090,14.09
1531,경기도,안성시,금광면,2020-03,6194582,6393880,-3.12
1532,경기도,안성시,대덕면,2019-09,6661166,6661166,0.00
1533,경기도,안성시,대덕면,2019-10,21341814,6661166,220.39
1534,경기도,안성시,대덕면,2019-11,25919954,21341814,21.45
1535,경기도,안성시,대덕면,2019-12,31092275,25919954,19.95
1536,경기도,안성시,대덕면,2020-01,22163813,31092275,-28.72
1537,경기도,안성시,대덕면,2020-02,19621352,22163813,-11.47
1538,경기도,안성시,대덕면,2020-03,17919361,19621352,-8.67
1539,경기도,안성시,미양면,2019-09,2588970,2588970,0.00
1540,경기도,안성시,미양면,2019-10,12429769,2588970,380.10
1541,경기도,안성시,미양면,2019-11,12669296,12429769,1.93
1542,경기도,안성시,미양면,2019-12,19369631,12669296,52.89
1543,경기도,안성시,미양면,2020-01,11202909,19369631,-42.16
1544,경기도,안성시,미양면,2020-02,10013411,11202909,-10.62
1545,경기도,안성시,미양면,2020-03,8905313,10013411,-11.07
1546,경기도,안성시,보개면,2019-09,2135292,2135292,0.00
1547,경기도,안성시,보개면,2019-10,8590627,2135292,302.32
1548,경기도,안성시,보개면,2019-11,10808700,8590627,25.82
1549,경기도,안성시,보개면,2019-12,15294597,10808700,41.50
1550,경기도,안성시,보개면,2020-01,9784135,15294597,-36.03
1551,경기도,안성시,보개면,2020-02,11617798,9784135,18.74
1552,경기도,안성시,보개면,2020-03,10905190,11617798,-6.13
1553,경기도,안성시,삼죽면,2019-09,1142772,1142772,0.00
1554,경기도,안성시,삼죽면,2019-10,6053312,1142772,429.70
1555,경기도,안성시,삼죽면,2019-11,8889712,6053312,46.86
1556,경기도,안성시,삼죽면,2019-12,9814577,8889712,10.40
1557,경기도,안성시,삼죽면,2020-01,6028968,9814577,-38.57
1558,경기도,안성시,삼죽면,2020-02,6927076,6028968,14.90
1559,경기도,안성시,삼죽면,2020-03,8194686,6927076,18.30
1560,경기도,안성시,서운면,2019-09,1474650,1474650,0.00
1561,경기도,안성시,서운면,2019-10,4322120,1474650,193.09
1562,경기도,안성시,서운면,2019-11,4252645,4322120,-1.61
1563,경기도,안성시,서운면,2019-12,7118556,4252645,67.39
1564,경기도,안성시,서운면,2020-01,4854936,7118556,-31.80
1565,경기도,안성시,서운면,2020-02,4647225,4854936,-4.28
1566,경기도,안성시,서운면,2020-03,5604349,4647225,20.60
1567,경기도,안성시,안성1동,2019-09,17413320,17413320,0.00
1568,경기도,안성시,안성1동,2019-10,56893514,17413320,226.72
1569,경기도,안성시,안성1동,2019-11,64278303,56893514,12.98
1570,경기도,안성시,안성1동,2019-12,82064684,64278303,27.67
1571,경기도,안성시,안성1동,2020-01,56350695,82064684,-31.33
1572,경기도,안성시,안성1동,2020-02,56336389,56350695,-0.03
1573,경기도,안성시,안성1동,2020-03,50503987,56336389,-10.35
1574,경기도,안성시,안성2동,2019-09,32872969,32872969,0.00
1575,경기도,안성시,안성2동,2019-10,138008881,32872969,319.82
1576,경기도,안성시,안성2동,2019-11,161734767,138008881,17.19
1577,경기도,안성시,안성2동,2019-12,214071688,161734767,32.36
1578,경기도,안성시,안성2동,2020-01,153350756,214071688,-28.36
1579,경기도,안성시,안성2동,2020-02,154233424,153350756,0.58
1580,경기도,안성시,안성2동,2020-03,144507104,154233424,-6.31
1581,경기도,안성시,안성3동,2019-09,24654505,24654505,0.00
1582,경기도,안성시,안성3동,2019-10,88475507,24654505,258.86
1583,경기도,안성시,안성3동,2019-11,101105287,88475507,14.27
1584,경기도,안성시,안성3동,2019-12,131361980,101105287,29.93
1585,경기도,안성시,안성3동,2020-01,93382169,131361980,-28.91
1586,경기도,안성시,안성3동,2020-02,93807567,93382169,0.46
1587,경기도,안성시,안성3동,2020-03,85944113,93807567,-8.38
1588,경기도,안성시,양성면,2019-09,6834610,6834610,0.00
1589,경기도,안성시,양성면,2019-10,27383608,6834610,300.66
1590,경기도,안성시,양성면,2019-11,31330663,27383608,14.41
1591,경기도,안성시,양성면,2019-12,41428774,31330663,32.23
1592,경기도,안성시,양성면,2020-01,27888079,41428774,-32.68
1593,경기도,안성시,양성면,2020-02,24367905,27888079,-12.62
1594,경기도,안성시,양성면,2020-03,26591008,24367905,9.12
1595,경기도,안성시,원곡면,2019-09,2964450,2964450,0.00
1596,경기도,안성시,원곡면,2019-10,9134990,2964450,208.15
1597,경기도,안성시,원곡면,2019-11,10700440,9134990,17.14
1598,경기도,안성시,원곡면,2019-12,17837866,10700440,66.70
1599,경기도,안성시,원곡면,2020-01,12804110,17837866,-28.22
1600,경기도,안성시,원곡면,2020-02,11804332,12804110,-7.81
1601,경기도,안성시,원곡면,2020-03,14433401,11804332,22.27
1602,경기도,안성시,일죽면,2019-09,2110286,2110286,0.00
1603,경기도,안성시,일죽면,2019-10,3931180,2110286,86.29
1604,경기도,안성시,일죽면,2019-11,4947048,3931180,25.84
1605,경기도,안성시,일죽면,2019-12,7703902,4947048,55.73
1606,경기도,안성시,일죽면,2020-01,3843570,7703902,-50.11
1607,경기도,안성시,일죽면,2020-02,4833710,3843570,25.76
1608,경기도,안성시,일죽면,2020-03,6416197,4833710,32.74
1609,경기도,안성시,죽산면,2019-09,2089812,2089812,0.00
1610,경기도,안성시,죽산면,2019-10,9326579,2089812,346.29
1611,경기도,안성시,죽산면,2019-11,9848421,9326579,5.60
1612,경기도,안성시,죽산면,2019-12,16316265,9848421,65.67
1613,경기도,안성시,죽산면,2020-01,11269706,16316265,-30.93
1614,경기도,안성시,죽산면,2020-02,11382882,11269706,1.00
1615,경기도,안성시,죽산면,2020-03,12999288,11382882,14.20
1616,경기도,안양시 동안구,갈산동,2020-03,3356380,3356380,0.00
1617,경기도,안양시 동안구,관양1동,2020-03,20620480,20620480,0.00
1618,경기도,안양시 동안구,관양2동,2020-03,24396795,24396795,0.00
1619,경기도,안양시 동안구,귀인동,2020-03,25377110,25377110,0.00
1620,경기도,안양시 동안구,달안동,2020-03,3868430,3868430,0.00
1621,경기도,안양시 동안구,범계동,2020-03,16081703,16081703,0.00
1622,경기도,안양시 동안구,부림동,2020-03,11325950,11325950,0.00
1623,경기도,안양시 동안구,부흥동,2020-03,4690010,4690010,0.00
1624,경기도,안양시 동안구,비산1동,2020-03,3149780,3149780,0.00
1625,경기도,안양시 동안구,비산2동,2020-03,3974710,3974710,0.00
1626,경기도,안양시 동안구,비산3동,2020-03,5822440,5822440,0.00
1627,경기도,안양시 동안구,석수1동,2020-03,63750,63750,0.00
1628,경기도,안양시 동안구,신촌동,2020-03,13703930,13703930,0.00
1629,경기도,안양시 동안구,평안동,2020-03,5097700,5097700,0.00
1630,경기도,안양시 동안구,평촌동,2020-03,15649990,15649990,0.00
1631,경기도,안양시 동안구,호계1동,2020-03,9784510,9784510,0.00
1632,경기도,안양시 동안구,호계2동,2020-03,5844410,5844410,0.00
1633,경기도,안양시 동안구,호계3동,2020-01,856500,856500,0.00
1634,경기도,안양시 동안구,호계3동,2020-02,172800,856500,-79.82
1635,경기도,안양시 동안구,호계3동,2020-03,5279530,172800,2955.28
1636,경기도,안양시 만안구,박달1동,2019-09,337000,337000,0.00
1637,경기도,안양시 만안구,박달1동,2019-10,693000,337000,105.64
1638,경기도,안양시 만안구,박달1동,2019-11,755000,693000,8.95
1639,경기도,안양시 만안구,박달1동,2019-12,873000,755000,15.63
1640,경기도,안양시 만안구,박달1동,2020-01,2373000,873000,171.82
1641,경기도,안양시 만안구,박달1동,2020-02,915000,2373000,-61.44
1642,경기도,안양시 만안구,박달1동,2020-03,6253280,915000,583.42
1643,경기도,안양시 만안구,박달2동,2020-03,2637280,2637280,0.00
1644,경기도,안양시 만안구,석수1동,2020-03,5223920,5223920,0.00
1645,경기도,안양시 만안구,석수2동,2020-03,4504350,4504350,0.00
1646,경기도,안양시 만안구,석수3동,2020-03,2961060,2961060,0.00
1647,경기도,안양시 만안구,안양1동,2020-03,21576305,21576305,0.00
1648,경기도,안양시 만안구,안양2동,2020-03,9638515,9638515,0.00
1649,경기도,안양시 만안구,안양3동,2019-09,337000,337000,0.00
1650,경기도,안양시 만안구,안양3동,2019-10,693000,337000,105.64
1651,경기도,안양시 만안구,안양3동,2019-11,755000,693000,8.95
1652,경기도,안양시 만안구,안양3동,2019-12,873000,755000,15.63
1653,경기도,안양시 만안구,안양3동,2020-01,2373000,873000,171.82
1654,경기도,안양시 만안구,안양3동,2020-02,915000,2373000,-61.44
1655,경기도,안양시 만안구,안양3동,2020-03,4842450,915000,429.23
1656,경기도,안양시 만안구,안양4동,2020-03,16938760,16938760,0.00
1657,경기도,안양시 만안구,안양5동,2020-03,2853050,2853050,0.00
1658,경기도,안양시 만안구,안양6동,2020-03,5694340,5694340,0.00
1659,경기도,안양시 만안구,안양7동,2020-03,7115300,7115300,0.00
1660,경기도,안양시 만안구,안양8동,2020-03,2357300,2357300,0.00
1661,경기도,안양시 만안구,안양9동,2020-03,1077040,1077040,0.00
1662,경기도,양주시,광적면,2019-09,6590600,6590600,0.00
1663,경기도,양주시,광적면,2019-10,26633210,6590600,304.11
1664,경기도,양주시,광적면,2019-11,29588710,26633210,11.10
1665,경기도,양주시,광적면,2019-12,39010590,29588710,31.84
1666,경기도,양주시,광적면,2020-01,34960180,39010590,-10.38
1667,경기도,양주시,광적면,2020-02,41492252,34960180,18.68
1668,경기도,양주시,광적면,2020-03,43918960,41492252,5.85
1669,경기도,양주시,남면,2019-09,2825860,2825860,0.00
1670,경기도,양주시,남면,2019-10,9746964,2825860,244.92
1671,경기도,양주시,남면,2019-11,9246100,9746964,-5.14
1672,경기도,양주시,남면,2019-12,12300220,9246100,33.03
1673,경기도,양주시,남면,2020-01,13888420,12300220,12.91
1674,경기도,양주시,남면,2020-02,14272620,13888420,2.77
1675,경기도,양주시,남면,2020-03,17380340,14272620,21.77
1676,경기도,양주시,백석읍,2019-09,7255570,7255570,0.00
1677,경기도,양주시,백석읍,2019-10,32887220,7255570,353.27
1678,경기도,양주시,백석읍,2019-11,35867589,32887220,9.06
1679,경기도,양주시,백석읍,2019-12,50179290,35867589,39.90
1680,경기도,양주시,백석읍,2020-01,41859080,50179290,-16.58
1681,경기도,양주시,백석읍,2020-02,51239330,41859080,22.41
1682,경기도,양주시,백석읍,2020-03,59304717,51239330,15.74
1683,경기도,양주시,양주1동,2019-09,1029927,1029927,0.00
1684,경기도,양주시,양주1동,2019-10,7035008,1029927,583.06
1685,경기도,양주시,양주1동,2019-11,7574305,7035008,7.67
1686,경기도,양주시,양주1동,2019-12,10838472,7574305,43.10
1687,경기도,양주시,양주1동,2020-01,9029310,10838472,-16.69
1688,경기도,양주시,양주1동,2020-02,9707440,9029310,7.51
1689,경기도,양주시,양주1동,2020-03,10809820,9707440,11.36
1690,경기도,양주시,양주2동,2019-09,43226337,43226337,0.00
1691,경기도,양주시,양주2동,2019-10,149123423,43226337,244.98
1692,경기도,양주시,양주2동,2019-11,159038157,149123423,6.65
1693,경기도,양주시,양주2동,2019-12,232353392,159038157,46.10
1694,경기도,양주시,양주2동,2020-01,192513222,232353392,-17.15
1695,경기도,양주시,양주2동,2020-02,203032106,192513222,5.46
1696,경기도,양주시,양주2동,2020-03,226578207,203032106,11.60
1697,경기도,양주시,은현면,2019-09,2040380,2040380,0.00
1698,경기도,양주시,은현면,2019-10,9744140,2040380,377.56
1699,경기도,양주시,은현면,2019-11,9311570,9744140,-4.44
1700,경기도,양주시,은현면,2019-12,13042900,9311570,40.07
1701,경기도,양주시,은현면,2020-01,8133150,13042900,-37.64
1702,경기도,양주시,은현면,2020-02,10818490,8133150,33.02
1703,경기도,양주시,은현면,2020-03,14278810,10818490,31.99
1704,경기도,양주시,장흥면,2019-09,1044230,1044230,0.00
1705,경기도,양주시,장흥면,2019-10,5480450,1044230,424.83
1706,경기도,양주시,장흥면,2019-11,4779020,5480450,-12.80
1707,경기도,양주시,장흥면,2019-12,9154120,4779020,91.55
1708,경기도,양주시,장흥면,2020-01,6127680,9154120,-33.06
1709,경기도,양주시,장흥면,2020-02,7822760,6127680,27.66
1710,경기도,양주시,장흥면,2020-03,9287090,7822760,18.72
1711,경기도,양주시,회천1동,2019-09,13833410,13833410,0.00
1712,경기도,양주시,회천1동,2019-10,54104780,13833410,291.12
1713,경기도,양주시,회천1동,2019-11,54259920,54104780,0.29
1714,경기도,양주시,회천1동,2019-12,81160390,54259920,49.58
1715,경기도,양주시,회천1동,2020-01,68084525,81160390,-16.11
1716,경기도,양주시,회천1동,2020-02,70966460,68084525,4.23
1717,경기도,양주시,회천1동,2020-03,91503790,70966460,28.94
1718,경기도,양주시,회천2동,2019-09,12913450,12913450,0.00
1719,경기도,양주시,회천2동,2019-10,45753695,12913450,254.31
1720,경기도,양주시,회천2동,2019-11,44855675,45753695,-1.96
1721,경기도,양주시,회천2동,2019-12,66298965,44855675,47.81
1722,경기도,양주시,회천2동,2020-01,60191655,66298965,-9.21
1723,경기도,양주시,회천2동,2020-02,68676291,60191655,14.10
1724,경기도,양주시,회천2동,2020-03,72177205,68676291,5.10
1725,경기도,양주시,회천3동,2019-09,16264832,16264832,0.00
1726,경기도,양주시,회천3동,2019-10,59762650,16264832,267.43
1727,경기도,양주시,회천3동,2019-11,58501150,59762650,-2.11
1728,경기도,양주시,회천3동,2019-12,91867500,58501150,57.04
1729,경기도,양주시,회천3동,2020-01,69984550,91867500,-23.82
1730,경기도,양주시,회천3동,2020-02,81191290,69984550,16.01
1731,경기도,양주시,회천3동,2020-03,102943470,81191290,26.79
1732,경기도,양주시,회천4동,2019-09,29059267,29059267,0.00
1733,경기도,양주시,회천4동,2019-10,105579108,29059267,263.32
1734,경기도,양주시,회천4동,2019-11,111773836,105579108,5.87
1735,경기도,양주시,회천4동,2019-12,151776236,111773836,35.79
1736,경기도,양주시,회천4동,2020-01,133288926,151776236,-12.18
1737,경기도,양주시,회천4동,2020-02,158558957,133288926,18.96
1738,경기도,양주시,회천4동,2020-03,185949862,158558957,17.27
1739,경기도,양평군,강상면,2019-09,12859188,12859188,0.00
1740,경기도,양평군,강상면,2019-10,49638181,12859188,286.01
1741,경기도,양평군,강상면,2019-11,49188815,49638181,-0.91
1742,경기도,양평군,강상면,2019-12,51098225,49188815,3.88
1743,경기도,양평군,강상면,2020-01,51697061,51098225,1.17
1744,경기도,양평군,강상면,2020-02,62994616,51697061,21.85
1745,경기도,양평군,강상면,2020-03,62184513,62994616,-1.29
1746,경기도,양평군,강상면,2020-06,65000,62184513,-99.90
1747,경기도,양평군,강하면,2019-09,7362990,7362990,0.00
1748,경기도,양평군,강하면,2019-10,17582231,7362990,138.79
1749,경기도,양평군,강하면,2019-11,28691360,17582231,63.18
1750,경기도,양평군,강하면,2019-12,31917481,28691360,11.24
1751,경기도,양평군,강하면,2020-01,27149525,31917481,-14.94
1752,경기도,양평군,강하면,2020-02,36624872,27149525,34.90
1753,경기도,양평군,강하면,2020-03,35366497,36624872,-3.44
1754,경기도,양평군,개군면,2019-09,4711590,4711590,0.00
1755,경기도,양평군,개군면,2019-10,19971342,4711590,323.88
1756,경기도,양평군,개군면,2019-11,21292271,19971342,6.61
1757,경기도,양평군,개군면,2019-12,21082469,21292271,-0.99
1758,경기도,양평군,개군면,2020-01,23099887,21082469,9.57
1759,경기도,양평군,개군면,2020-02,24503243,23099887,6.08
1760,경기도,양평군,개군면,2020-03,28995660,24503243,18.33
1761,경기도,양평군,남면,2019-09,4508600,4508600,0.00
1762,경기도,양평군,남면,2019-10,18996070,4508600,321.33
1763,경기도,양평군,남면,2019-11,19846220,18996070,4.48
1764,경기도,양평군,남면,2019-12,21500970,19846220,8.34
1765,경기도,양평군,남면,2020-01,21878090,21500970,1.75
1766,경기도,양평군,남면,2020-02,24775691,21878090,13.24
1767,경기도,양평군,남면,2020-03,23539420,24775691,-4.99
1768,경기도,양평군,단월면,2019-09,840870,840870,0.00
1769,경기도,양평군,단월면,2019-10,3682000,840870,337.88
1770,경기도,양평군,단월면,2019-11,4913140,3682000,33.44
1771,경기도,양평군,단월면,2019-12,4537539,4913140,-7.64
1772,경기도,양평군,단월면,2020-01,5157790,4537539,13.67
1773,경기도,양평군,단월면,2020-02,5935300,5157790,15.07
1774,경기도,양평군,단월면,2020-03,8465290,5935300,42.63
1775,경기도,양평군,서종면,2019-09,5021260,5021260,0.00
1776,경기도,양평군,서종면,2019-10,24950160,5021260,396.89
1777,경기도,양평군,서종면,2019-11,27050240,24950160,8.42
1778,경기도,양평군,서종면,2019-12,23776910,27050240,-12.10
1779,경기도,양평군,서종면,2020-01,27293924,23776910,14.79
1780,경기도,양평군,서종면,2020-02,31721027,27293924,16.22
1781,경기도,양평군,서종면,2020-03,38781470,31721027,22.26
1782,경기도,양평군,양동면,2019-09,1428090,1428090,0.00
1783,경기도,양평군,양동면,2019-10,5978620,1428090,318.64
1784,경기도,양평군,양동면,2019-11,6978150,5978620,16.72
1785,경기도,양평군,양동면,2019-12,6678710,6978150,-4.29
1786,경기도,양평군,양동면,2020-01,7955334,6678710,19.11
1787,경기도,양평군,양동면,2020-02,9738480,7955334,22.41
1788,경기도,양평군,양동면,2020-03,11098490,9738480,13.97
1789,경기도,양평군,양서면,2019-09,12037660,12037660,0.00
1790,경기도,양평군,양서면,2019-10,48847032,12037660,305.79
1791,경기도,양평군,양서면,2019-11,50581827,48847032,3.55
1792,경기도,양평군,양서면,2019-12,51836220,50581827,2.48
1793,경기도,양평군,양서면,2020-01,55773228,51836220,7.60
1794,경기도,양평군,양서면,2020-02,62078283,55773228,11.30
1795,경기도,양평군,양서면,2020-03,79157339,62078283,27.51
1796,경기도,양평군,양평읍,2019-09,111766832,111766832,0.00
1797,경기도,양평군,양평읍,2019-10,435946248,111766832,290.05
1798,경기도,양평군,양평읍,2019-11,480618013,435946248,10.25
1799,경기도,양평군,양평읍,2019-12,472105926,480618013,-1.77
1800,경기도,양평군,양평읍,2020-01,475407533,472105926,0.70
1801,경기도,양평군,양평읍,2020-02,554235010,475407533,16.58
1802,경기도,양평군,양평읍,2020-03,604748741,554235010,9.11
1803,경기도,양평군,양평읍,2020-05,202950,604748741,-99.97
1804,경기도,양평군,양평읍,2020-06,100190,202950,-50.63
1805,경기도,양평군,옥천면,2019-09,7841354,7841354,0.00
1806,경기도,양평군,옥천면,2019-10,33572264,7841354,328.14
1807,경기도,양평군,옥천면,2019-11,32835161,33572264,-2.20
1808,경기도,양평군,옥천면,2019-12,33223138,32835161,1.18
1809,경기도,양평군,옥천면,2020-01,32543574,33223138,-2.05
1810,경기도,양평군,옥천면,2020-02,42773525,32543574,31.43
1811,경기도,양평군,옥천면,2020-03,48373740,42773525,13.09
1812,경기도,양평군,옥천면,2020-05,21780,48373740,-99.95
1813,경기도,양평군,옥천면,2020-06,57240,21780,162.81
1814,경기도,양평군,용문면,2019-09,35898339,35898339,0.00
1815,경기도,양평군,용문면,2019-10,147158053,35898339,309.93
1816,경기도,양평군,용문면,2019-11,152697386,147158053,3.76
1817,경기도,양평군,용문면,2019-12,152902998,152697386,0.13
1818,경기도,양평군,용문면,2020-01,166359704,152902998,8.80
1819,경기도,양평군,용문면,2020-02,192846410,166359704,15.92
1820,경기도,양평군,용문면,2020-03,202231534,192846410,4.87
1821,경기도,양평군,지평면,2019-09,3070210,3070210,0.00
1822,경기도,양평군,지평면,2019-10,12687110,3070210,313.23
1823,경기도,양평군,지평면,2019-11,13165320,12687110,3.77
1824,경기도,양평군,지평면,2019-12,15396370,13165320,16.95
1825,경기도,양평군,지평면,2020-01,18474990,15396370,20.00
1826,경기도,양평군,지평면,2020-02,17093505,18474990,-7.48
1827,경기도,양평군,지평면,2020-03,23390115,17093505,36.84
1828,경기도,양평군,청운면,2019-09,2022100,2022100,0.00
1829,경기도,양평군,청운면,2019-10,7367480,2022100,264.35
1830,경기도,양평군,청운면,2019-11,10685040,7367480,45.03
1831,경기도,양평군,청운면,2019-12,8104403,10685040,-24.15
1832,경기도,양평군,청운면,2020-01,9376590,8104403,15.70
1833,경기도,양평군,청운면,2020-02,12050299,9376590,28.51
1834,경기도,양평군,청운면,2020-03,17308153,12050299,43.63
1835,경기도,여주시,가남읍,2019-09,4268620,4268620,0.00
1836,경기도,여주시,가남읍,2019-10,11557656,4268620,170.76
1837,경기도,여주시,가남읍,2019-11,16209386,11557656,40.25
1838,경기도,여주시,가남읍,2019-12,35281539,16209386,117.66
1839,경기도,여주시,가남읍,2020-01,27380230,35281539,-22.40
1840,경기도,여주시,가남읍,2020-02,34720834,27380230,26.81
1841,경기도,여주시,가남읍,2020-03,32975841,34720834,-5.03
1842,경기도,여주시,강천면,2019-09,206140,206140,0.00
1843,경기도,여주시,강천면,2019-10,1123920,206140,445.22
1844,경기도,여주시,강천면,2019-11,1098490,1123920,-2.26
1845,경기도,여주시,강천면,2019-12,1662428,1098490,51.34
1846,경기도,여주시,강천면,2020-01,2661660,1662428,60.11
1847,경기도,여주시,강천면,2020-02,1912550,2661660,-28.14
1848,경기도,여주시,강천면,2020-03,2982770,1912550,55.96
1849,경기도,여주시,금사면,2019-09,92850,92850,0.00
1850,경기도,여주시,금사면,2019-10,458050,92850,393.32
1851,경기도,여주시,금사면,2019-11,709550,458050,54.91
1852,경기도,여주시,금사면,2019-12,1483360,709550,109.06
1853,경기도,여주시,금사면,2020-01,1793810,1483360,20.93
1854,경기도,여주시,금사면,2020-02,2314680,1793810,29.04
1855,경기도,여주시,금사면,2020-03,2789590,2314680,20.52
1856,경기도,여주시,능서면,2019-09,4289302,4289302,0.00
1857,경기도,여주시,능서면,2019-10,10131300,4289302,136.20
1858,경기도,여주시,능서면,2019-11,13670290,10131300,34.93
1859,경기도,여주시,능서면,2019-12,29118079,13670290,113.00
1860,경기도,여주시,능서면,2020-01,16615220,29118079,-42.94
1861,경기도,여주시,능서면,2020-02,17429454,16615220,4.90
1862,경기도,여주시,능서면,2020-03,18815545,17429454,7.95
1863,경기도,여주시,대신면,2019-09,334500,334500,0.00
1864,경기도,여주시,대신면,2019-10,1517004,334500,353.51
1865,경기도,여주시,대신면,2019-11,2399109,1517004,58.15
1866,경기도,여주시,대신면,2019-12,6443180,2399109,168.57
1867,경기도,여주시,대신면,2020-01,7368236,6443180,14.36
1868,경기도,여주시,대신면,2020-02,7276416,7368236,-1.25
1869,경기도,여주시,대신면,2020-03,13453862,7276416,84.90
1870,경기도,여주시,북내면,2019-09,868214,868214,0.00
1871,경기도,여주시,북내면,2019-10,3264472,868214,276.00
1872,경기도,여주시,북내면,2019-11,3541300,3264472,8.48
1873,경기도,여주시,북내면,2019-12,5101239,3541300,44.05
1874,경기도,여주시,북내면,2020-01,6182385,5101239,21.19
1875,경기도,여주시,북내면,2020-02,7841399,6182385,26.83
1876,경기도,여주시,북내면,2020-03,7215815,7841399,-7.98
1877,경기도,여주시,산북면,2019-09,10000,10000,0.00
1878,경기도,여주시,산북면,2019-10,120000,10000,1100.00
1879,경기도,여주시,산북면,2019-11,103000,120000,-14.17
1880,경기도,여주시,산북면,2019-12,132850,103000,28.98
1881,경기도,여주시,산북면,2020-01,141700,132850,6.66
1882,경기도,여주시,산북면,2020-02,344300,141700,142.98
1883,경기도,여주시,산북면,2020-03,581700,344300,68.95
1884,경기도,여주시,여흥동,2019-09,25958984,25958984,0.00
1885,경기도,여주시,여흥동,2019-10,109371269,25958984,321.32
1886,경기도,여주시,여흥동,2019-11,137361043,109371269,25.59
1887,경기도,여주시,여흥동,2019-12,230915874,137361043,68.11
1888,경기도,여주시,여흥동,2020-01,180203365,230915874,-21.96
1889,경기도,여주시,여흥동,2020-02,199565722,180203365,10.74
1890,경기도,여주시,여흥동,2020-03,214029733,199565722,7.25
1891,경기도,여주시,오학동,2019-09,9054584,9054584,0.00
1892,경기도,여주시,오학동,2019-10,33930271,9054584,274.73
1893,경기도,여주시,오학동,2019-11,43513035,33930271,28.24
1894,경기도,여주시,오학동,2019-12,91447251,43513035,110.16
1895,경기도,여주시,오학동,2020-01,83585385,91447251,-8.60
1896,경기도,여주시,오학동,2020-02,103539157,83585385,23.87
1897,경기도,여주시,오학동,2020-03,127266746,103539157,22.92
1898,경기도,여주시,점동면,2019-09,477300,477300,0.00
1899,경기도,여주시,점동면,2019-10,2345450,477300,391.40
1900,경기도,여주시,점동면,2019-11,3262760,2345450,39.11
1901,경기도,여주시,점동면,2019-12,5339830,3262760,63.66
1902,경기도,여주시,점동면,2020-01,5350240,5339830,0.19
1903,경기도,여주시,점동면,2020-02,6048520,5350240,13.05
1904,경기도,여주시,점동면,2020-03,8703530,6048520,43.90
1905,경기도,여주시,중앙동,2019-09,18901995,18901995,0.00
1906,경기도,여주시,중앙동,2019-10,75266870,18901995,298.20
1907,경기도,여주시,중앙동,2019-11,100145997,75266870,33.05
1908,경기도,여주시,중앙동,2019-12,175228917,100145997,74.97
1909,경기도,여주시,중앙동,2020-01,135427716,175228917,-22.71
1910,경기도,여주시,중앙동,2020-02,147884159,135427716,9.20
1911,경기도,여주시,중앙동,2020-03,169681761,147884159,14.74
1912,경기도,여주시,흥천면,2019-09,419520,419520,0.00
1913,경기도,여주시,흥천면,2019-10,2380010,419520,467.32
1914,경기도,여주시,흥천면,2019-11,1701480,2380010,-28.51
1915,경기도,여주시,흥천면,2019-12,4353340,1701480,155.86
1916,경기도,여주시,흥천면,2020-01,4453610,4353340,2.30
1917,경기도,여주시,흥천면,2020-02,4282140,4453610,-3.85
1918,경기도,여주시,흥천면,2020-03,5481580,4282140,28.01
1919,경기도,연천군,군남면,2019-09,1173670,1173670,0.00
1920,경기도,연천군,군남면,2019-10,5899780,1173670,402.68
1921,경기도,연천군,군남면,2019-11,5466810,5899780,-7.34
1922,경기도,연천군,군남면,2019-12,7726370,5466810,41.33
1923,경기도,연천군,군남면,2020-01,7143490,7726370,-7.54
1924,경기도,연천군,군남면,2020-02,6371010,7143490,-10.81
1925,경기도,연천군,군남면,2020-03,7145396,6371010,12.15
1926,경기도,연천군,미산면,2019-09,560150,560150,0.00
1927,경기도,연천군,미산면,2019-10,1367680,560150,144.16
1928,경기도,연천군,미산면,2019-11,1072990,1367680,-21.55
1929,경기도,연천군,미산면,2019-12,1184820,1072990,10.42
1930,경기도,연천군,미산면,2020-01,1175820,1184820,-0.76
1931,경기도,연천군,미산면,2020-02,1613060,1175820,37.19
